number,value,datetime_start,datetime_complete,duration,params_gamma,params_lr,params_n_layer,params_wd,params_λ_boundary,params_λ_forward,params_λ_inverse,params_λ_latent,params_λ_pad,user_attrs_test_curve,user_attrs_train_curve,state
45,0.06012461706995964,2025-06-13 17:00:08.876767,2025-06-13 17:03:45.724478,0 days 00:03:36.847711,0.9922891333827052,0.0010405442204462806,6,5.155001419387405e-06,0.011544577189314974,0.0011786750070297042,4.506021204305038,0.003582266866315726,0.0029157475462633234,"[[9.90906381e-04 2.33824357e-01 5.46345138e-04 2.54027080e-04
  4.40351339e-03 2.40019158e-01]
 [6.45269349e-04 2.22266957e-01 4.93169704e-04 2.08533907e-04
  3.95209482e-03 2.27566019e-01]
 [5.12821600e-04 1.84902653e-01 4.78133588e-04 1.94449254e-04
  3.84404301e-03 1.89932093e-01]
 [4.33475594e-04 1.08603030e-01 3.75214004e-04 1.81086260e-04
  3.32507817e-03 1.12917878e-01]
 [3.86499451e-04 1.18688963e-01 3.85466847e-04 1.77045280e-04
  2.96447426e-03 1.22602448e-01]
 [4.63539356e-04 1.17313325e-01 3.59666534e-04 2.58136075e-04
  2.58776639e-03 1.20982431e-01]
 [3.69124115e-04 1.01664789e-01 3.72656214e-04 1.77041467e-04
  2.38271547e-03 1.04966328e-01]
 [3.24273948e-04 5.71650974e-02 3.34035634e-04 1.61937540e-04
  2.13927194e-03 6.01246171e-02]]","[[9.24064021e-04 2.30590612e-01 4.91687679e-04 2.53378297e-04
  4.39605676e-03 2.36655802e-01]
 [6.11684984e-04 1.84517279e-01 4.20302677e-04 2.08175770e-04
  3.94195691e-03 1.89699382e-01]
 [5.03438001e-04 1.44932419e-01 4.36589820e-04 1.94097287e-04
  3.82395159e-03 1.49890497e-01]
 [4.26754181e-04 9.91246402e-02 3.28089140e-04 1.80895295e-04
  3.30921682e-03 1.03369594e-01]
 [3.77917138e-04 9.49071422e-02 3.54921853e-04 1.76321526e-04
  2.94647506e-03 9.87627730e-02]
 [4.55791043e-04 1.15499809e-01 3.11138981e-04 2.58560671e-04
  2.57458328e-03 1.19099878e-01]
 [3.60997277e-04 9.95984077e-02 2.89115473e-04 1.76931833e-04
  2.36918544e-03 1.02794632e-01]
 [3.16852267e-04 6.27808720e-02 2.37772867e-04 1.61721517e-04
  2.12888094e-03 6.56260997e-02]]",COMPLETE
46,0.030604630708694458,2025-06-13 17:03:45.724478,2025-06-13 17:06:52.381284,0 days 00:03:06.656806,0.9944167545625126,0.0005372930581852747,5,1.4547214587906448e-06,0.20989850236611024,0.005313605503387637,0.01269027260562037,0.14309610017392338,0.01705774135241274,"[[0.00173187 0.00453815 0.01594618 0.00642114 0.01723953 0.04587688]
 [0.00120934 0.00467026 0.01095962 0.00348228 0.01796298 0.03828449]
 [0.00098915 0.00658426 0.00933458 0.00195683 0.01728549 0.03615031]
 [0.00086565 0.00381952 0.01052276 0.00171631 0.0178614  0.03478564]
 [0.00082564 0.00359269 0.01166785 0.0006669  0.0187601  0.03551318]
 [0.00075474 0.00300508 0.01158213 0.00047284 0.01724634 0.03306112]
 [0.00071914 0.00300244 0.01028428 0.00037977 0.0168856  0.03127123]
 [0.00070178 0.0027706  0.01003934 0.00030306 0.01678985 0.03060463]]","[[0.00169235 0.00450988 0.0107199  0.00648852 0.01758978 0.04100042]
 [0.00117587 0.00469825 0.00925772 0.00349776 0.01786227 0.03649186]
 [0.00095813 0.0046691  0.0106177  0.00196025 0.01719225 0.03539744]
 [0.00083748 0.00379219 0.00947567 0.0017194  0.01777097 0.03359572]
 [0.00079779 0.00375692 0.00919662 0.0006682  0.01866591 0.03308544]
 [0.00072878 0.00342682 0.00981357 0.00047442 0.0171518  0.03159541]
 [0.00069427 0.00342689 0.00821735 0.00038014 0.01679544 0.02951409]
 [0.00067654 0.00347519 0.00866361 0.00030366 0.01670046 0.02981946]]",COMPLETE
47,0.003295834409072995,2025-06-13 17:06:52.381284,2025-06-13 17:10:29.698675,0 days 00:03:37.317391,0.97639129698018,0.00016184389862876323,6,1.9038541133958006e-05,0.0012400708723594267,0.022369887366832753,0.010899684665447738,0.0012527511343704747,0.001696632457317974,"[[0.00502555 0.00214069 0.00063335 0.00075835 0.00069024 0.00924818]
 [0.00323347 0.00090037 0.00039222 0.00046426 0.00051637 0.00550668]
 [0.00276397 0.00044792 0.0002838  0.00036071 0.00041647 0.00427287]
 [0.00252301 0.00067415 0.00023945 0.00031062 0.00035581 0.00410303]
 [0.00237827 0.00041931 0.00021488 0.00025643 0.00031156 0.00358044]
 [0.00229469 0.0007344  0.00021972 0.00023067 0.00028422 0.0037637 ]
 [0.00223677 0.00072121 0.00021297 0.00020264 0.0002591  0.00363268]
 [0.00215898 0.00050546 0.00020038 0.00018515 0.00024586 0.00329583]]","[[0.00489176 0.00166279 0.00053379 0.00094493 0.00131833 0.0093516 ]
 [0.00311528 0.00081959 0.00031458 0.00046663 0.00051153 0.00522761]
 [0.00264745 0.00057415 0.00023787 0.00035557 0.00041356 0.0042286 ]
 [0.00239433 0.00060425 0.00021302 0.0003121  0.00035354 0.00387724]
 [0.00225952 0.00039258 0.00020045 0.00025673 0.00031112 0.0034204 ]
 [0.00215808 0.00066804 0.00017518 0.00023317 0.00028922 0.00352369]
 [0.00210409 0.00048911 0.00018148 0.00020245 0.00025815 0.00323528]
 [0.00201891 0.00038098 0.00016095 0.000185   0.00024501 0.00299085]]",COMPLETE
48,0.003096494125202298,2025-06-13 17:10:29.698675,2025-06-13 17:13:39.929154,0 days 00:03:10.230479,0.9683065574420605,0.0002643790995717011,5,3.7526177010554495e-05,0.0016558744912033442,0.015221969668458082,0.00759875478152919,0.0069289257509588704,0.0024228439725106983,"[[0.00284414 0.0006154  0.00080529 0.00041006 0.00068434 0.00535923]
 [0.00206724 0.00061266 0.00097085 0.00024125 0.00051643 0.00440843]
 [0.00184442 0.00039447 0.0007702  0.00019048 0.00042779 0.00362735]
 [0.00172223 0.00039644 0.00065156 0.00016111 0.00039415 0.00332548]
 [0.00168589 0.00043437 0.00075509 0.00014353 0.00035327 0.00337214]
 [0.00162243 0.00041891 0.00063408 0.00013147 0.00034184 0.00314873]
 [0.00160885 0.00054663 0.00064106 0.00012337 0.00033144 0.00325134]
 [0.00160901 0.00041743 0.0006365  0.00011679 0.00031676 0.00309649]]","[[0.00274933 0.00041686 0.00080168 0.00039094 0.00071789 0.0050767 ]
 [0.00198304 0.00038661 0.00072437 0.00024199 0.00051363 0.00384964]
 [0.00176034 0.00029159 0.00061958 0.00019085 0.00042574 0.00328808]
 [0.00164027 0.00027472 0.00058325 0.00016126 0.00039208 0.00305158]
 [0.00160067 0.00028616 0.00061222 0.00014367 0.00035112 0.00299384]
 [0.00154255 0.00027091 0.00053525 0.00013165 0.00033988 0.00282025]
 [0.00152831 0.00033847 0.00055328 0.00012356 0.00032963 0.00287326]
 [0.00153103 0.00026139 0.00055806 0.00011704 0.00031506 0.00278257]]",COMPLETE
49,0.011382216587662697,2025-06-13 17:13:39.930151,2025-06-13 17:16:56.901081,0 days 00:03:16.970930,0.9745482593073597,0.00022165513743942512,5,8.19643583198709e-06,0.030562811136506145,0.0494718758544088,0.07502491706833016,0.0017048754224376968,0.0014700728582850734,"[[0.0071951  0.00380965 0.00074172 0.00051743 0.00652096 0.01878485]
 [0.00576727 0.00399423 0.00047574 0.00040682 0.00501239 0.01565645]
 [0.00524055 0.00344337 0.00032555 0.00035271 0.00467418 0.01403636]
 [0.00487403 0.00338009 0.00029519 0.00030849 0.00438266 0.01324046]
 [0.00474212 0.00323969 0.00027137 0.00028039 0.00424437 0.01277794]
 [0.00477275 0.00362816 0.00028719 0.00026103 0.00425092 0.01320004]
 [0.00447915 0.00372994 0.00025411 0.00025018 0.00413846 0.01285185]
 [0.00458595 0.00221963 0.00025145 0.00023943 0.00408576 0.01138222]]","[[0.00691239 0.0033208  0.00071994 0.0005176  0.00630642 0.01777716]
 [0.00549866 0.00338573 0.000453   0.0004065  0.00496943 0.01471333]
 [0.0049631  0.00269543 0.00030974 0.00035241 0.00463932 0.01295999]
 [0.0045903  0.002801   0.00027501 0.00030819 0.00434995 0.01232445]
 [0.00440062 0.0032256  0.00025037 0.00028021 0.00421648 0.01237327]
 [0.00438839 0.00270294 0.00026922 0.00026095 0.00422353 0.01184505]
 [0.00401461 0.00230943 0.00024467 0.00024997 0.00411012 0.01092879]
 [0.00426122 0.00259359 0.00024078 0.00023921 0.00405683 0.01139163]]",COMPLETE
50,0.006161913275718689,2025-06-13 17:16:56.901081,2025-06-13 17:20:44.379110,0 days 00:03:47.478029,0.9746689098272028,0.00042795591550926057,6,1.8506694508135916e-05,0.0037940005697804824,0.016554714319468353,0.0034276551496451725,0.04859354633818323,0.003345784929681,"[[0.00316663 0.00061622 0.00473774 0.00045147 0.00082629 0.00979833]
 [0.00243445 0.00028897 0.00433689 0.00036524 0.00088557 0.00831111]
 [0.00209764 0.00027453 0.00378698 0.00022756 0.00062169 0.0070084 ]
 [0.0019344  0.00029783 0.00395214 0.00019714 0.00057468 0.00695619]
 [0.00180438 0.00026074 0.0035185  0.00018747 0.00056205 0.00633313]
 [0.00169934 0.00021276 0.0038156  0.00017188 0.00055335 0.00645292]
 [0.00167833 0.00026178 0.00345693 0.00016317 0.00057292 0.00613314]
 [0.00167871 0.00022462 0.00356861 0.00015444 0.00053553 0.00616191]]","[[0.00305616 0.00067978 0.00462039 0.00045502 0.00083757 0.00964891]
 [0.00233031 0.00046806 0.00445418 0.00034927 0.0008473  0.00844912]
 [0.00200166 0.00037602 0.00375523 0.00022714 0.00061855 0.0069786 ]
 [0.00183397 0.000524   0.00330148 0.00019719 0.00057428 0.00643091]
 [0.00170254 0.00030941 0.00307816 0.00018733 0.00056122 0.00583867]
 [0.00159802 0.00032948 0.00313178 0.00017172 0.00055235 0.00578335]
 [0.00157444 0.00036037 0.00345871 0.0001631  0.00057113 0.00612775]
 [0.00155664 0.00033299 0.00295098 0.00015421 0.00053315 0.00552796]]",COMPLETE
51,0.00429477309808135,2025-06-13 17:20:44.380111,2025-06-13 17:24:25.483550,0 days 00:03:41.103439,0.9814606682759609,0.0007886853280382005,6,2.6936542632229975e-06,0.002289434696291293,0.0012646631607115362,0.08916102777169795,0.02635600340894159,0.078605620634245,"[[0.00059172 0.00380831 0.00419446 0.00120572 0.00079546 0.01059566]
 [0.00035493 0.00388644 0.0026614  0.00084201 0.00065634 0.00840112]
 [0.00030185 0.00375312 0.0024956  0.00064079 0.00057441 0.00776577]
 [0.00027604 0.00414345 0.00224483 0.00051386 0.00051716 0.00769533]
 [0.00024908 0.00342979 0.00178918 0.00046501 0.00045108 0.00638415]
 [0.00022611 0.00243188 0.00194985 0.00038684 0.00041361 0.00540829]
 [0.00020929 0.00270394 0.00197097 0.00036343 0.00039412 0.00564176]
 [0.0002012  0.00155102 0.00182864 0.00033244 0.00038147 0.00429477]]","[[0.00058303 0.00340623 0.00298295 0.00120567 0.00079388 0.00897175]
 [0.0003465  0.00423245 0.00221226 0.00084113 0.00065372 0.00828607]
 [0.00029344 0.00417978 0.0018252  0.00063939 0.00057201 0.00750982]
 [0.00026838 0.00261843 0.00161709 0.00051237 0.00051413 0.0055304 ]
 [0.0002416  0.00262746 0.00154761 0.00046396 0.00044821 0.00532884]
 [0.00021942 0.00217292 0.00139047 0.0003849  0.00041106 0.00457878]
 [0.00020269 0.00209329 0.00144739 0.00036235 0.00039174 0.00449746]
 [0.000195   0.00156101 0.00135382 0.00033157 0.00037948 0.00382088]]",COMPLETE
52,0.01629459671676159,2025-06-13 17:24:25.484549,2025-06-13 17:27:36.304416,0 days 00:03:10.819867,0.98356691151289,0.0004128656444773638,5,2.752072549951435e-06,0.0014934982852629732,0.001926158525216586,0.3977052153813609,0.10497401968808208,0.012382159354935767,"[[0.00111018 0.01590187 0.0093904  0.0013716  0.00053974 0.0283138 ]
 [0.00083191 0.01564082 0.0071387  0.00096698 0.00046394 0.02504236]
 [0.00071689 0.01483366 0.00823197 0.00077824 0.00043877 0.02499954]
 [0.00062895 0.0107679  0.00716986 0.00066596 0.00040082 0.01963349]
 [0.00058019 0.01105829 0.00890008 0.00060335 0.00037378 0.02151568]
 [0.00052887 0.00847127 0.00813778 0.00054328 0.00035692 0.01803812]
 [0.00049525 0.01096216 0.00746365 0.00049983 0.00033264 0.01975352]
 [0.00046331 0.00752714 0.00752751 0.00046615 0.00031049 0.0162946 ]]","[[0.00109347 0.01385071 0.00953259 0.0013644  0.00053009 0.02637126]
 [0.0008177  0.01414629 0.0072663  0.00096572 0.00046109 0.0236571 ]
 [0.00070338 0.01274817 0.00637415 0.00077808 0.00043662 0.02104039]
 [0.00061636 0.0089512  0.00662843 0.00066543 0.00039861 0.01726004]
 [0.00056723 0.01011583 0.00618317 0.00060235 0.00037132 0.01783989]
 [0.00051558 0.00757624 0.00694037 0.00054221 0.00035399 0.0159284 ]
 [0.00048216 0.00947275 0.00627672 0.00049904 0.00032988 0.01706056]
 [0.00045196 0.00798888 0.00650073 0.00046541 0.00030763 0.01571461]]",COMPLETE
53,0.0022111539728939533,2025-06-13 17:27:36.305415,2025-06-13 17:30:48.316745,0 days 00:03:12.011330,0.9757447837399126,0.00016009381764333258,5,2.4315075119699984e-05,0.00495881070295431,0.0066325609736626896,0.006663471111118489,0.0012180006162811833,0.001033135753603264,"[[0.00225081 0.00075113 0.00035963 0.00046862 0.0017038  0.00553399]
 [0.00153111 0.00093664 0.00021776 0.00031403 0.00100851 0.00400805]
 [0.00117382 0.00060923 0.00018022 0.00025749 0.00099748 0.00321823]
 [0.00099935 0.00066119 0.00015649 0.0002123  0.0007752  0.00280453]
 [0.0008969  0.00046626 0.00015629 0.00018981 0.00073777 0.00244703]
 [0.00082849 0.00055437 0.00014246 0.00016938 0.00069726 0.00239195]
 [0.00078601 0.00036474 0.00013566 0.00015383 0.0006838  0.00212405]
 [0.00075905 0.00048037 0.00012953 0.00015049 0.00069171 0.00221115]]","[[0.00219628 0.00069311 0.00028298 0.00052194 0.00165547 0.00534977]
 [0.00148375 0.00058556 0.00017736 0.00031465 0.00100379 0.00356511]
 [0.00113173 0.00046607 0.00014452 0.00026156 0.00120493 0.00320881]
 [0.00096094 0.00042493 0.00014039 0.00021174 0.00076857 0.00250658]
 [0.00086041 0.00037174 0.00013072 0.00018925 0.00073171 0.00228383]
 [0.00079287 0.00044559 0.00013407 0.00016887 0.00069149 0.0022329 ]
 [0.00075143 0.00040893 0.00012421 0.00015336 0.00067851 0.00211645]
 [0.00072515 0.00034604 0.00011918 0.00015    0.00068636 0.00202673]]",COMPLETE
54,0.004025226458907127,2025-06-13 17:30:48.317744,2025-06-13 17:33:26.754969,0 days 00:02:38.437225,0.9802340033274219,0.00012868363605370603,4,8.02756835322336e-05,0.011501153383654166,0.013541437571988531,0.003265087657494159,0.006180558243768834,0.0015859414427344702,"[[0.00354726 0.0004842  0.00080299 0.00085907 0.00269318 0.0083867 ]
 [0.0024894  0.00049285 0.00070126 0.00047772 0.00158869 0.00574992]
 [0.00202388 0.00039308 0.00067021 0.00037449 0.00141775 0.00487941]
 [0.00182651 0.00028153 0.00067316 0.00033225 0.00134404 0.0044575 ]
 [0.00173696 0.00027668 0.0006357  0.0003108  0.0013094  0.00426954]
 [0.00168594 0.00028618 0.00062529 0.00029186 0.00126239 0.00415166]
 [0.00166081 0.00032713 0.0006643  0.00028956 0.00126833 0.00421014]
 [0.00165181 0.00026463 0.00059764 0.00027664 0.0012345  0.00402523]]","[[0.00346422 0.00052256 0.00068337 0.00084008 0.00229786 0.0078081 ]
 [0.00240902 0.00057742 0.00067229 0.0004772  0.00158095 0.00571689]
 [0.00194713 0.0005232  0.0006531  0.00037392 0.00141035 0.0049077 ]
 [0.00175352 0.00040815 0.00060758 0.00033173 0.00133626 0.00443723]
 [0.00166488 0.00042692 0.00064346 0.0003104  0.0013022  0.00434785]
 [0.00161403 0.00045644 0.00058031 0.00029155 0.00125671 0.00419904]
 [0.00158798 0.00038517 0.00066457 0.00028925 0.00126234 0.00418931]
 [0.00158197 0.00041072 0.00057647 0.00027632 0.00122922 0.0040747 ]]",COMPLETE
55,0.009284685365855694,2025-06-13 17:33:26.755969,2025-06-13 17:37:06.772694,0 days 00:03:40.016725,0.9923973192437253,0.00012521245828135864,6,3.8036421680390475e-05,0.001645577735023917,0.07176459594163147,0.03228067357329981,0.0054129119512240104,0.013252670046936083,"[[0.01345009 0.0022432  0.00132677 0.00352024 0.00153125 0.02207154]
 [0.00937517 0.00130022 0.00099549 0.00119646 0.0007175  0.01358484]
 [0.00830906 0.00138481 0.00084388 0.00086498 0.00061435 0.01201708]
 [0.00773908 0.00122001 0.00078294 0.00072457 0.00056058 0.01102718]
 [0.00738745 0.00123551 0.00074434 0.00060281 0.00050867 0.01047878]
 [0.0070433  0.00112669 0.00070708 0.00053281 0.00047589 0.00988577]
 [0.00711201 0.00187471 0.00067805 0.00049499 0.00046232 0.01062208]
 [0.00674399 0.00104503 0.00060559 0.00045028 0.00043979 0.00928469]]","[[0.01301956 0.00238587 0.00125196 0.0045573  0.00208565 0.02330033]
 [0.00900687 0.00158723 0.00086142 0.00123782 0.00078586 0.01347919]
 [0.00793293 0.00164492 0.00075016 0.00087493 0.00061704 0.01181999]
 [0.00734762 0.00142344 0.00066729 0.00073913 0.00056196 0.01073944]
 [0.00696893 0.00121964 0.00063777 0.00060469 0.00050738 0.00993842]
 [0.00659342 0.0011147  0.00061773 0.00053474 0.00047401 0.0093346 ]
 [0.00663755 0.00170321 0.00063513 0.0004963  0.00046089 0.00993307]
 [0.0061368  0.00084775 0.0005615  0.00045178 0.00043787 0.00843569]]",COMPLETE
56,0.005254180170595646,2025-06-13 17:37:06.772694,2025-06-13 17:39:47.926845,0 days 00:02:41.154151,0.9752789660257352,0.00010449284063823131,4,9.800561959269565e-05,0.0052576892984077155,0.036859056438901895,0.002884677021438456,0.002339508238383968,0.0017923512811851652,"[[0.00803528 0.00035314 0.00076783 0.00075796 0.00159558 0.0115098 ]
 [0.00539192 0.00035733 0.00049799 0.00049503 0.00090503 0.00764731]
 [0.00456628 0.00027931 0.00036667 0.00040038 0.00076669 0.00637934]
 [0.00418651 0.00036787 0.00033132 0.00034965 0.00070657 0.00594192]
 [0.00400039 0.00028569 0.00031089 0.00032681 0.00070479 0.00562857]
 [0.00386243 0.00034785 0.00027901 0.00030602 0.00067501 0.00547033]
 [0.00380518 0.00028163 0.00026883 0.00029226 0.00067439 0.00532229]
 [0.00376878 0.00024762 0.00027743 0.00028417 0.00067617 0.00525418]]","[[0.0078091  0.00032566 0.00073903 0.0007546  0.00151477 0.01114317]
 [0.00518284 0.00042337 0.00043989 0.00049553 0.00090583 0.00744746]
 [0.0043628  0.00035693 0.00030529 0.00039982 0.00076496 0.00618981]
 [0.00398852 0.00049304 0.00026852 0.00034884 0.0007036  0.00580252]
 [0.00379895 0.00035216 0.00026332 0.00032593 0.00070172 0.00544208]
 [0.00367459 0.00046448 0.00025035 0.00030524 0.00067241 0.00536708]
 [0.00362467 0.00039572 0.00025321 0.00029156 0.00067225 0.00523741]
 [0.00358488 0.00036834 0.00026635 0.00028351 0.00067325 0.00517633]]",COMPLETE
57,0.0053990972228348255,2025-06-13 17:39:47.926845,2025-06-13 17:42:57.090778,0 days 00:03:09.163933,0.96761800510267,0.00014051351305392263,5,5.520528750414809e-06,0.001358421119509243,0.03759973390368688,0.004669316285673553,0.009304020356098393,0.0021897051671596578,"[[0.007354   0.00042932 0.00122524 0.00065978 0.00094466 0.010613  ]
 [0.00511289 0.0002804  0.00113411 0.00039714 0.00063571 0.00756025]
 [0.00456968 0.00037509 0.00131037 0.00030605 0.00052055 0.00708174]
 [0.00415304 0.00024883 0.00118136 0.00024538 0.00047389 0.0063025 ]
 [0.0039936  0.00017967 0.00091986 0.00022054 0.00041953 0.00573321]
 [0.00377789 0.00032476 0.00092316 0.00018697 0.00037893 0.00559172]
 [0.00376086 0.00025334 0.00098086 0.00016838 0.00033416 0.0054976 ]
 [0.00374288 0.00020866 0.00094187 0.00016118 0.00034451 0.0053991 ]]","[[0.00712022 0.00046867 0.0012358  0.00061833 0.00091198 0.01035499]
 [0.00490439 0.00029445 0.00101163 0.00039072 0.00062835 0.00722953]
 [0.00437489 0.00034156 0.0011743  0.00030135 0.00051647 0.00670857]
 [0.00395374 0.00023856 0.000951   0.00024224 0.00046966 0.0058552 ]
 [0.00379195 0.00016989 0.00084312 0.00021377 0.00041402 0.00543276]
 [0.00354748 0.00030983 0.00084692 0.00018499 0.00037339 0.00526262]
 [0.00347646 0.00026722 0.00081191 0.0001681  0.00033119 0.00505488]
 [0.00342011 0.00017759 0.00081292 0.00015975 0.00034163 0.00491201]]",COMPLETE
58,0.021492432802915573,2025-06-13 17:42:57.091282,2025-06-13 17:45:29.015252,0 days 00:02:31.923970,0.9861768064050538,0.00012399642715711634,3,7.038646860577978e-05,0.11964944934749665,0.0033458946690618488,0.03302379987725399,0.04188494595010942,0.0012306988849982068,"[[0.00195852 0.00918053 0.00441747 0.00292371 0.01089396 0.02937419]
 [0.00149561 0.00934032 0.00454589 0.00225244 0.0101585  0.02779276]
 [0.00127795 0.00883439 0.00422887 0.00207246 0.00987305 0.02628672]
 [0.0011656  0.01124741 0.00427138 0.00142994 0.00983847 0.02795279]
 [0.00107978 0.00752688 0.00419298 0.00141061 0.00964994 0.0238602 ]
 [0.00102886 0.00753046 0.0040754  0.00130199 0.00957545 0.02351216]
 [0.00098783 0.00643877 0.00368886 0.00134224 0.00951917 0.02197687]
 [0.00095592 0.00529672 0.00457357 0.00122225 0.00944397 0.02149243]]","[[0.0019361  0.01068389 0.00436598 0.00291797 0.01112151 0.03102546]
 [0.00147353 0.00949248 0.00365485 0.00225273 0.01011488 0.02698847]
 [0.00125598 0.01014593 0.00375867 0.00207472 0.00982489 0.02706021]
 [0.00114399 0.00926681 0.00339939 0.00143534 0.00978677 0.0250323 ]
 [0.00105896 0.0082124  0.00316157 0.00141702 0.00959841 0.02344837]
 [0.00100811 0.00814144 0.0036262  0.0013063  0.00952345 0.0236055 ]
 [0.00096729 0.00801808 0.00304899 0.00134649 0.00946957 0.02285042]
 [0.00093565 0.00597569 0.00324667 0.00122467 0.00939257 0.02077525]]",COMPLETE
59,0.010591264814138412,2025-06-13 17:45:29.016253,2025-06-13 17:48:31.826029,0 days 00:03:02.809776,0.9729906039073406,0.0002217079569938096,4,2.6926389216679915e-05,0.1060585085448828,0.0026207043123370032,0.00445558319116884,0.001389518124067694,0.011483522256716252,"[[0.00092371 0.00170172 0.00018986 0.00317464 0.00884002 0.01482995]
 [0.00068944 0.00164378 0.00017507 0.0015165  0.00883884 0.01286362]
 [0.00057099 0.00141539 0.00016105 0.00091639 0.00861635 0.01168019]
 [0.00049376 0.00132732 0.00016881 0.00070465 0.00848414 0.01117867]
 [0.00044016 0.0012394  0.00015427 0.00062196 0.00845104 0.01090683]
 [0.00040968 0.00127412 0.00014472 0.00054973 0.00841051 0.01078875]
 [0.00038715 0.00131198 0.00015019 0.00051531 0.00826345 0.01062809]
 [0.00037496 0.00124961 0.00014531 0.00047808 0.00834331 0.01059126]]","[[0.00090527 0.002164   0.00018369 0.00316134 0.00879415 0.01520846]
 [0.00067174 0.00199244 0.00016453 0.00151019 0.008789   0.0131279 ]
 [0.00055325 0.00167959 0.00015131 0.00091296 0.00856736 0.01186447]
 [0.00047674 0.00161755 0.0001435  0.00070233 0.00843519 0.01137531]
 [0.00042433 0.00153051 0.00013865 0.00061954 0.0084024  0.01111542]
 [0.00039445 0.0015832  0.00013696 0.00054784 0.00836099 0.01102344]
 [0.00037175 0.00163046 0.00013345 0.0005136  0.00821504 0.01086431]
 [0.00036022 0.00143517 0.00013141 0.00047726 0.00829523 0.01069929]]",COMPLETE
